"","HH1","HH2","LN","MWM1","MWM2","MWM4","MWM5","MWM6D","MWM6M","MWM6Y","MWM7","MWM8","MWM9","MWM10H","MWM10M","MWM11H","MWM11M","MWB1M","MWB1Y","MWB2","MWB3","MWB4","MWB5","MWB7","MMT2","MMT3","MMT4","MMT6","MMT7","MMT8","MMT9","MMT10","MMT11","MMT12","MMT13","MMT14","MCM1","MCM3","MCM4","MCM5A","MCM5B","MCM6","MCM7A","MCM7B","MCM8","MCM9A","MCM9B","MCM10","MCM11A","MCM11B","MCM12M","MCM12Y","MDV1A","MDV1B","MDV1C","MDV1D","MDV1E","MDV1F","MMA1","MMA3","MMA4","MMA5","MMA6","MMA7","MMA8M","MMA8Y","MMA9","MSB1","MSB2","MSB3U","MSB3N","MSB4","MSB5","MSB8","MSB9","MSB10","MSB13","MSB14","MSB15","MHA1","MHA2","MHA3","MHA4","MHA5","MHA6","MHA7","MHA8A","MHA8B","MHA8C","MHA9","MHA10","MHA11","MHA12","MHA24","MHA25","MHA26","MHA27","MMC1","MMC2","MMC3","MMC4","MTA1","MTA2","MTA3","MTA4","MTA5","MTA6","MTA7","MTA8A","MTA8B","MTA8C","MTA8D","MTA8E","MTA8X","MTA9","MTA10","MTA11","MTA12A","MTA12B","MTA12C","MTA12X","MTA13","MTA14","MTA15","MTA16","MTA17","TNLN","TN4","TN5","TN6","TN8","TN9","TN10","TN11","TN12_1","TN12_2","TN12_3","TN12_4","HH6","HH7","MWDOI","MWDOB","MWAGE","MWDOM","MWAGEM","MWDOBLC","MMSTATUS","MCEB","MCSURV","MCDEAD","mwelevel","mnweight","wscore","windex5","wscoreu","windex5u","wscorer","windex5r"
"4695",357,2,1,357,2,1,509,26,2,2014,"Completed",502,31,16,22,16,51,3,1991,22,"Yes","Primary",14,"Cannot read at all",NA,"Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","At least once a week","Yes",21,"No",NA,NA,"Yes",0,1,"No",NA,NA,1,"Yes",NA,4,2013,"No","No","No","No","No","Yes","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",12,2011,NA,19,"Yes","Months ago",3,"No","Wife","No",NA,NA,NA,NA,1,"Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Matabeleland North",1370,1095,"20-24",1344,20,NA,"Currently married/in union",1,1,0,"Primary",1.07491171697112,0.0814009251246168,4,NA,NA,1.19957587258766,5
"4696",357,3,1,357,3,1,514,27,2,2014,"Not at home",502,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Matabeleland North",1370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"4697",357,3,2,357,3,2,514,27,2,2014,"Completed",502,31,16,56,17,26,1,1997,17,"Yes","Primary",17,"Able to read whole sentence","At least once a week","Less than once a week","Not at all","No",NA,NA,"No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","DK","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,1,"Observed","DK brand of pre-treated net",15,NA,"No",NA,"Yes",2,90,NA,NA,"Rural","Matabeleland North",1370,1165,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Primary",1.07491171697112,-0.880219295617027,2,NA,NA,-0.553758829649935,2
"4698",357,6,4,357,6,4,512,27,2,2014,"Completed",502,31,8,16,8,27,4,1992,21,"Yes","Primary",17,"Cannot read at all",NA,"Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"Yes","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,16,"No","Months ago",2,"No","Girlfriend","No",NA,NA,NA,NA,1,"Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",20,0,NA,4,"Observed","KO Tab 123",95,NA,"No",NA,"Yes",4,90,NA,NA,"Rural","Matabeleland North",1370,1108,"20-24",NA,NA,NA,"Never married/in union",0,0,0,"Primary",1.07491171697112,-1.0659717461114,1,NA,NA,-0.892443697597354,1
"4699",357,9,5,357,9,5,507,27,2,2014,"Completed",502,31,7,54,8,19,10,1996,17,"Yes","Primary",16,"Able to read whole sentence","Not at all","Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,1,"Observed","Other net",3,"Yes","No",NA,"Yes",5,90,NA,NA,"Rural","Matabeleland North",1370,1162,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Primary",1.07491171697112,-0.876491810543577,2,NA,NA,-0.546962457453945,2
"4700",357,11,1,357,11,1,514,26,2,2014,"Completed",502,31,16,18,16,33,4,1967,46,"Yes","Higher",31,NA,"At least once a week","Almost every day","Less than once a week","Yes","Yes","At least once a week","Yes","Yes","Almost every day","Yes","Yes","Almost every day","Yes",28,"No",NA,NA,"Yes",2,0,"No",NA,NA,2,"No",2,8,1996,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",11,1993,NA,14,"No","Days ago",0,"No","Wife","Yes","Yes","Casual acquaintance","No",NA,8,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","DK","Yes","Yes","No","Yes","Yes","12-23 months ago","Yes",NA,"Yes",4,"Traditional practitioner/family/friend","Circumcision done at home","No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",22,10,6,1,"Observed","Other long-lasting treated net",3,NA,NA,NA,"Yes",1,2,90,NA,"Rural","Matabeleland North",1370,808,"45-49",1127,26,NA,"Currently married/in union",2,2,0,"Higher",1.07491171697112,-0.742322584856827,2,NA,NA,-0.302329956706927,3
"4701",357,11,3,357,11,3,514,26,2,2014,"Completed",502,31,16,53,17,3,5,1996,17,"Yes","Primary",16,"Cannot read at all",NA,"At least once a week","At least once a week","No",NA,NA,"No",NA,NA,"Yes","No",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,17,"No","Months ago",2,"Yes","Girlfriend","No",NA,NA,NA,NA,2,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,2,"Observed","Other long-lasting treated net",3,NA,NA,NA,"Yes",3,90,NA,NA,"Rural","Matabeleland North",1370,1157,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Primary",1.07491171697112,-0.742322584856827,2,NA,NA,-0.302329956706927,3
"4702",357,12,3,357,12,3,509,27,2,2014,"Completed",502,31,11,29,11,52,1,1996,18,"Yes","Primary",16,"Cannot read at all",NA,"Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Less than once a week","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No",NA,NA,"No","No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,2,"Observed","Other long-lasting treated net",5,NA,NA,NA,"Yes",3,90,NA,NA,"Rural","Matabeleland North",1370,1153,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Primary",1.07491171697112,-1.02504819752332,1,NA,NA,-0.817827257207988,2
"4703",357,14,1,357,14,1,506,27,2,2014,"Completed",502,31,10,1,10,11,5,1989,24,"Yes","Secondary",22,NA,"At least once a week","Almost every day","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","Yes","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","12-23 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",24,0,NA,1,"Observed","Other long-lasting treated net",5,NA,NA,NA,"Yes",1,90,NA,NA,"Rural","Matabeleland North",1370,1073,"20-24",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",1.07491171697112,-0.441997124223405,3,NA,NA,0.245257376354722,4
"4704",357,15,1,357,15,1,506,27,2,2014,"Completed",502,31,11,20,11,33,3,1977,36,"Yes","Primary",17,"Able to read whole sentence","Not at all","Almost every day","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",24,"Yes",1,2,"No",NA,NA,"No",NA,NA,3,"Yes",NA,1,2009,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",4,2002,NA,21,"No","Days ago",2,"No","Wife","No",NA,NA,NA,NA,2,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","2 or more years ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,1,"Observed","Other long-lasting treated net",25,NA,NA,NA,"Yes",1,2,90,NA,"Rural","Matabeleland North",1370,927,"35-39",1228,25,NA,"Currently married/in union",3,3,0,"Primary",1.07491171697112,-0.967516384850121,2,NA,NA,-0.71292875209465,2
"4705",357,18,1,357,18,1,512,27,2,2014,"Completed",502,31,10,19,10,31,8,1976,37,"Yes","Secondary",23,NA,"Not at all","Almost every day","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",29,"No",NA,NA,"Yes",1,0,"No",NA,NA,1,"Yes",NA,11,2007,"No","No","No","No","No","No","Yes, living with a women","No (Only one)",NA,NA,NA,"More than once",8,2006,NA,19,"Yes","Days ago",2,"Yes","Wife","No",NA,NA,NA,NA,2,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Less than 12 months ago","Yes",NA,"Yes",22,"Traditional practitioner/family/friend","Home of a health worker/professional","No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,1,"Observed","Other long-lasting treated net",3,NA,NA,NA,"Yes",1,2,90,NA,"Rural","Matabeleland North",1370,920,"35-39",1280,30,NA,"Currently married/in union",1,1,0,"Secondary",1.07491171697112,-0.907383158821657,2,NA,NA,-0.60328705604973,2
"4706",357,23,3,357,23,3,506,26,2,2014,"Completed",502,31,8,6,8,14,3,1995,18,"Yes","Secondary",24,NA,"Not at all","Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","At least once a week","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","Yes","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","12-23 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,2,"Observed","Other long-lasting treated net",7,NA,NA,NA,"Yes",3,90,NA,NA,"Rural","Matabeleland North",1370,1143,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",1.07491171697112,-0.42505545908531,3,NA,NA,0.276147335571055,4
"4707",357,23,4,357,23,4,506,26,2,2014,"Completed",502,31,17,37,17,44,10,1998,15,"Yes","Secondary",22,NA,"Less than once a week","Less than once a week","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","At least once a week","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"Yes",15,"Traditional practitioner/family/friend","Health facility","No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Matabeleland North",1370,1186,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",1.07491171697112,-0.42505545908531,3,NA,NA,0.276147335571055,4
"4708",358,2,1,358,2,1,506,24,2,2014,"Completed",502,10,16,8,16,25,1,1982,32,"Yes","Secondary",24,NA,"Less than once a week","Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","At least once a week","Yes",24,"Yes",1,1,"No",NA,NA,"No",NA,NA,2,"Yes",NA,9,2011,"No","Yes","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",12,2004,NA,20,"Yes","Days ago",1,"No","Wife","No",NA,NA,NA,NA,3,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"Yes",19,"Yes",1,4,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",19,8,3,1,"Observed","Other long-lasting treated net",4,NA,NA,NA,"Yes",1,2,4,90,"Rural","Matabeleland North",1370,985,"30-34",1260,22,NA,"Currently married/in union",2,2,0,"Secondary",1.7852554739905,-1.04853060178016,1,NA,NA,-0.860643031447558,2
"4709",358,5,1,358,5,1,507,24,2,2014,"Completed",502,10,18,19,18,41,8,1968,45,"Yes","Primary",16,"Cannot read at all",NA,"Not at all","Not at all","No",NA,NA,"No",NA,NA,"No",NA,NA,"Yes",18,"Yes",0,1,"Yes",2,0,"Yes",0,1,4,"Yes",NA,1,2003,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",10,1990,NA,16,"No","Days ago",1,"No","Casual acquaintance","Yes","No","Casual acquaintance","No",NA,4,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",19,"Yes",8,30,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",19,10,2,1,"Observed","Interceptor",16,NA,NA,NA,"Yes",1,2,90,NA,"Rural","Matabeleland North",1370,824,"45-49",1090,22,NA,"Currently married/in union",4,3,1,"Primary",1.7852554739905,-1.11329916655097,1,NA,NA,-0.978736401134826,1
"4710",358,6,2,358,6,2,507,25,2,2014,"Completed",502,10,16,5,16,29,6,1997,16,"Yes","Secondary",22,NA,"Not at all","Not at all","Not at all","No",NA,NA,"No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Less than 12 months ago","Yes",NA,"Yes",16,"Health worker/Professional","Health facility","No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Matabeleland North",1370,1170,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",1.7852554739905,-1.09247515622665,1,NA,NA,-0.940767711257202,1
"4711",358,9,1,358,9,1,512,24,2,2014,"Completed",502,10,14,59,15,25,10,1979,34,"Yes","Secondary",24,NA,"Not at all","Less than once a week","At least once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",25,"Yes",1,0,"Yes",0,1,"No",NA,NA,2,"Yes",NA,12,2009,"No","No","No","No","No","Yes","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",6,2000,NA,20,"No","Days ago",0,"No","Wife","Yes","Yes","Girlfrend","No",NA,4,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"Yes",20,"Yes",0,1,"No",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Snuff",NA,NA,1,"Yes",20,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Matabeleland North",1370,958,"30-34",1206,20,NA,"Currently married/in union",2,2,0,"Secondary",1.7852554739905,-0.255018653356308,4,NA,NA,0.586177663253183,5
"4712",358,11,1,358,11,1,512,25,2,2014,"Completed",502,10,16,39,16,57,9,1981,32,"No",NA,NA,"Cannot read at all",NA,"Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","Yes",28,"Yes",0,1,"No",NA,NA,"No",NA,NA,1,"Yes",NA,4,2008,"No","No","No","No","No","Yes","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",4,2007,NA,17,"Yes","Weeks ago",2,"Yes","Wife","No",NA,NA,NA,NA,1,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","12-23 months ago","Yes",NA,"No",NA,NA,NA,"Yes",25,"Yes",0,30,"Yes","Yes",NA,NA,NA,NA,"Rolled tobacco",NA,30,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,1,"Observed","Other long-lasting treated net",1,NA,NA,NA,"Yes",1,3,90,NA,"Rural","Matabeleland North",1370,981,"30-34",1288,25,NA,"Currently married/in union",1,1,0,"None",1.7852554739905,-1.04892862821448,1,NA,NA,-0.861368758241423,2
"4713",358,12,2,358,12,2,507,26,2,2014,"Not at home",502,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Matabeleland North",1370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"4714",358,12,4,358,12,4,507,26,2,2014,"Completed",502,10,8,1,8,9,9,1998,15,"Yes","Secondary",22,NA,"Not at all","Not at all","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Less than 12 months ago","Yes",NA,"Yes",15,"Health worker/Professional","Health facility","No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Matabeleland North",1370,1185,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",1.7852554739905,-1.04135356941607,1,NA,NA,-0.84755705464339,2
"4715",358,12,5,358,12,5,507,26,2,2014,"Completed",502,10,8,11,8,24,3,1985,28,"Yes","Secondary",24,NA,"Not at all","At least once a week","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Less than once a week","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","Yes","No","No","Yes","Yes","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,15,"Yes","Days ago",4,"Yes","Girlfriend","Yes","Yes","Girlfrend","Yes",3,24,"Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","2 or more years ago","Yes",NA,"No",NA,NA,NA,"Yes",21,"Yes",8,10,"Yes","Yes",NA,NA,NA,NA,"Rolled tobacco",NA,10,"No",NA,NA,NA,NA,NA,NA,"Yes",19,30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Matabeleland North",1370,1023,"25-29",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",1.7852554739905,-1.04135356941607,1,NA,NA,-0.84755705464339,2
"4716",358,14,2,358,14,2,514,26,2,2014,"Completed",502,10,7,15,7,29,4,1994,19,"Yes","Secondary",24,NA,"Not at all","Not at all","Less than once a week","No",NA,NA,"No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","Yes","Yes","No","Yes","No, not in union",NA,NA,"No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Less than 12 months ago","Yes",NA,"No",NA,NA,NA,"No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rural","Matabeleland North",1370,1132,"15-19",NA,NA,NA,"Never married/in union",0,0,0,"Secondary",1.7852554739905,-0.948767318032429,2,NA,NA,-0.678743333800641,2
"4717",358,15,1,358,15,1,514,24,2,2014,"Completed",502,10,13,5,13,26,5,1976,37,"Yes","Primary",17,"Able to read whole sentence","Not at all","Less than once a week","Not at all","No",NA,NA,"No",NA,NA,"Yes","Yes","At least once a week","Yes",22,"Yes",0,1,"Yes",2,0,"No",NA,NA,3,"No",2,4,2005,"No","No","Yes","No","Yes","No","Yes, currently married","No (Only one)",NA,NA,NA,"More than once",8,1997,NA,16,"No","Days ago",0,"No","Wife","No",NA,NA,NA,NA,4,"Yes","Yes","No","No","No","No","Yes","No","DK","Yes","Yes","Yes","Yes","Yes","No",NA,NA,"Yes","No",NA,NA,NA,"Yes",24,"Yes",0,10,"Yes","Yes",NA,NA,NA,NA,"Rolled tobacco",NA,30,"No",NA,NA,NA,NA,NA,NA,"Yes",24,10,2,1,"Observed","DK brand of pre-treated net",24,NA,"No",NA,"Yes",1,2,90,NA,"Rural","Matabeleland North",1370,917,"35-39",1172,21,NA,"Currently married/in union",3,3,0,"Primary",1.7852554739905,-1.13285335960028,1,NA,NA,-1.0143898165977,1
"4718",358,17,2,358,17,2,509,24,2,2014,"Completed",502,10,14,59,15,17,11,1984,29,"Yes","Secondary",24,NA,"Less than once a week","Less than once a week","Less than once a week","No",NA,NA,"No",NA,NA,"Yes","Yes","Almost every day","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,0,NA,NA,NA,NA,"No","No","No","No","No","No","Yes, currently married","No (Only one)",NA,NA,NA,"Only once",9,2013,NA,28,"No","Days ago",0,"No","Wife","No",NA,NA,NA,NA,1,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Less than 12 months ago","Yes",NA,"Yes",28,"Health worker/Professional","Health facility","No",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes",20,0,NA,3,"Observed","Other long-lasting treated net",5,NA,NA,NA,"Yes",2,3,90,NA,"Rural","Matabeleland North",1370,1019,"25-29",1365,28,NA,"Currently married/in union",0,0,0,"Secondary",1.7852554739905,-1.03136710197019,1,NA,NA,-0.829348598177994,2
